tweet,date,likes,retweets
"Modi's eafly decision has certainly saved lives of thousands, or other wise india would have been Spain..Italy even… https://t.co/hOIFDae2KV",2020-04-23 13:18:51,0,0
RT @BJP4India: “PM Modi is a model for the world. India as world’s largest democracy is allowing the voices of the little guys to be heard.…,2020-04-23 12:25:59,0,755
RT @BJP4India: “PM Modi is a model for the world. India as world’s largest democracy is allowing the voices of the little guys to be heard.…,2020-04-23 12:09:50,0,755
RT @BJP4India: “PM Modi is a model for the world. India as world’s largest democracy is allowing the voices of the little guys to be heard.…,2020-04-23 12:08:13,0,755
RT @BJP4India: “PM Modi is a model for the world. India as world’s largest democracy is allowing the voices of the little guys to be heard.…,2020-04-23 10:29:41,0,755
RT @NatarajaMurthi: Our PM Modi's decision on banning of investments (on weak or sick Corporates in India) by Chinese Predatory Capitalists…,2020-04-23 09:46:54,0,11
RT @SarafRak: #IndiaCheckmatesChina Great move by India...Now it's time to boycott China....Bold decision by PM modi...RT if you agree.. ht…,2020-04-23 08:50:14,0,61
RT @NatarajaMurthi: Our PM Modi's decision on banning of investments (on weak or sick Corporates in India) by Chinese Predatory Capitalists…,2020-04-23 08:46:18,0,11
RT @NatarajaMurthi: Our PM Modi's decision on banning of investments (on weak or sick Corporates in India) by Chinese Predatory Capitalists…,2020-04-23 08:45:18,0,11
RT @BJP4India: “PM Modi is a model for the world. India as world’s largest democracy is allowing the voices of the little guys to be heard.…,2020-04-23 08:36:05,0,755
RT @NatarajaMurthi: Our PM Modi's decision on banning of investments (on weak or sick Corporates in India) by Chinese Predatory Capitalists…,2020-04-23 08:04:19,0,11
RT @NatarajaMurthi: Our PM Modi's decision on banning of investments (on weak or sick Corporates in India) by Chinese Predatory Capitalists…,2020-04-23 08:01:08,0,11
RT @BJP4India: “PM Modi is a model for the world. India as world’s largest democracy is allowing the voices of the little guys to be heard.…,2020-04-23 07:36:34,0,755
